JobID,Job_Title,Salary_estimate_range,Min_Salary_Estimate,Max_Salary_Estimate,Location
10624,Data Analyst,$35K-$67K ,35000,67000,"Seattle, WA"
10625,Data Analyst,$55K-$101K ,55000,101000,"Seattle, WA"
10626,Data Analyst,$41K-$86K ,41000,86000,"Arlington, TX"
10627,Sr. Data Analyst,$48K-$88K ,48000,88000,"Arlington, TX"
10628,Data Analyst,$42K-$66K ,42000,66000,"Torrance, CA"
10629,Data Analyst,$57K-$104K ,57000,104000,"San Rafael, CA"
10630,Lead Data Analyst,$64K-$113K ,64000,113000,"Philadelphia, PA"
10631,Jr. Data Analyst,$60K-$66K ,60000,66000,"Chicago, IL"
10632,Data Analyst,$50K-$86K ,50000,86000,"Fort Worth, TX"
10633,Data Analyst,$49K-$112K ,49000,112000,"Norfolk, VA"
10634,Data Analyst,$76K-$122K ,76000,122000,"San Diego, CA"
10635,Data Analyst,$59K-$85K ,59000,85000,"Jersey City, NJ"
10636,Data Analyst,$38K-$68K ,38000,68000,"Radnor, PA"
10637,Data Analyst,$64K-$113K ,64000,113000,"Wayne, PA"
10638,Data Analyst,$65K-$120K ,65000,120000,"Hercules, CA"
10639,Sr. Data Analyst,$27K-$52K ,27000,52000,"Berkeley Heights, NJ"
10640,Data Analyst,$64K-$113K ,64000,113000,"Gwynedd Township, PA"
10641,Data Analyst,$64K-$113K ,64000,113000,"Gwynedd Township, PA"
10642,Data Analyst,$60K-$124K ,60000,124000,"San Diego, CA"
10643,Sr. Data Analyst,$60K-$124K ,60000,124000,"San Diego, CA"
10644,Data Analyst,$76K-$122K ,76000,122000,"San Diego, CA"
10645,Sr. Data Analyst,$42K-$76K ,42000,76000,"Chicago, IL"
10646,Sr. Data Analyst,$77K-$132K ,77000,132000,"New York, NY"
10647,Data Analyst,$41K-$78K ,41000,78000,"Philadelphia, PA"
10648,Data Analyst,$64K-$113K ,64000,113000,"Philadelphia, PA"
10649,Data Analyst,$41K-$78K ,41000,78000,"New York, NY"
10650,Data Analyst,$41K-$86K ,41000,86000,"Irving, TX"
10651,Data Analyst,$42K-$76K ,42000,76000,"Austin, TX"
10652,Business Data Analyst,$50K-$86K ,50000,86000,"Charlotte, NC"
10653,Data Analyst IV,$97K-$129K ,97000,129000,"Chicago, IL"
10654,Data Analyst,$55K-$103K ,55000,103000,"El Segundo, CA"
10655,Data Analyst,$47K-$76K ,47000,76000,"Houston, TX"
10656,Data Analyst,$40K-$72K ,40000,72000,"Jacksonville, FL"
10657,Data Analyst,$77K-$132K ,77000,132000,"Jersey City, NJ"
10658,Data Analyst,$57K-$103K ,57000,103000,"Los Angeles, CA"
10659,Sr. Data Analyst,$57K-$103K ,57000,103000,"Los Angeles, CA"
10660,Data Analyst,$51K-$87K ,51000,87000,"New York, NY"
10661,Data Analyst,$41K-$78K ,41000,78000,"Philadelphia, PA"
10662,Data Analyst,$53K-$94K ,53000,94000,"Phoenix, AZ"
10663,Data Analyst,$47K-$81K ,47000,81000,"Reedley, CA"
10664,Data Analyst,$69K-$127K ,69000,127000,"Sunnyvale, CA"
10665,Data Analyst,$50K-$86K ,50000,86000,"Charlotte, NC"
10666,Business Data Analyst,$50K-$86K ,50000,86000,"Charlotte, NC"
10667,Data Analyst,$50K-$86K ,50000,86000,"Charlotte, NC"
10668,Data Analyst,$54K-$75K ,54000,75000,"Charlotte, NC"
10669,Data Analyst,$73K-$82K ,73000,82000,"Chicago, IL"
10670,Data Analyst,$73K-$82K ,73000,82000,"Chicago, IL"
10671,Data Analyst,$54K-$75K ,54000,75000,"Charlotte, NC"
10672,Data Analyst,$57K-$100K ,57000,100000,"Greenwood Village, Arapahoe, CO"
10673,Data Analyst,$57K-$67K ,57000,67000,"Greenwood Village, Arapahoe, CO"
10674,Business Data Analyst,$30K-$53K ,30000,53000,"Irving, TX"
10675,Data Analyst,$51K-$87K ,51000,87000,"Jersey City, NJ"
10676,Data Analyst II,$51K-$93K ,51000,93000,"Menlo Park, CA"
10677,Data Analyst,$63K-$116K ,63000,116000,"Menlo Park, CA"
10678,Data Analyst,$41K-$78K ,41000,78000,"Philadelphia, PA"
10679,Sr. Data Analyst,$44K-$78K ,44000,78000,"Plano, TX"
10680,Business Data Analyst,$65K-$120K ,65000,120000,"San Francisco, CA"
10681,Sr. Data Analyst,$48K-$88K ,48000,88000,"Irving, TX"
10682,Data Analyst,$37K-$70K ,37000,70000,"Los Angeles, CA"
10683,Data Analyst,$32K-$56K ,32000,56000,"Athens, GA"
10684,Data Analyst,$26K-$47K ,26000,47000,"Salt Lake City, UT"
10685,Sr. Data Analyst,$55K-$101K ,55000,101000,"Seattle, WA"
10686,Data Analyst,$37K-$70K ,37000,70000,"Los Angeles, CA"
10687,Data Analyst,$60K-$66K ,60000,66000,"Chicago, IL"
10688,Sr. Data Analyst,$67K-$92K ,67000,92000,"Chicago, IL"
10689,Data Analyst,$45K-$88K ,45000,88000,"New York, NY"
10690,Data Analyst,$59K-$85K ,59000,85000,"New York, NY"
10691,Data Analyst,$60K-$124K ,60000,124000,"San Diego, CA"
10692,Sr. Data Analyst,$65K-$120K ,65000,120000,"San Francisco, CA"
10693,Data Analyst,$60K-$66K ,60000,66000,"Chicago, IL"
10694,Data Analyst,$60K-$66K ,60000,66000,"Chicago, IL"
10695,Data Analyst,$42K-$76K ,42000,76000,"Chicago, IL"
10696,Data Analyst,$37K-$70K ,37000,70000,"El Segundo, CA"
10697,Sr. Data Analyst,$34K-$61K ,34000,61000,"Jeffersonville, IN"
10698,Data Analyst,$34K-$61K ,34000,61000,"Indianapolis, IN"
10699,Lead Data Analyst,$45K-$88K ,45000,88000,"New York, NY"
10700,Sr. Data Analyst,$37K-$70K ,37000,70000,"Pasadena, CA"
10701,Data Analyst,$51K-$87K ,51000,87000,"New York, NY"
10702,Sr. Data Analyst,$78K-$104K ,78000,104000,"Broomfield, CO"
10703,Sr. Data Analyst,$34K-$61K ,34000,61000,"Beech Grove, IN"
10704,Data Analyst,$37K-$66K ,37000,66000,"New York, NY"
10705,Sr. Data Analyst,$60K-$110K ,60000,110000,"New York, NY"
10706,Data Analyst,$37K-$66K ,37000,66000,"New York, NY"
10707,Sr. Data Analyst,$57K-$103K ,57000,103000,"Beverly Hills, CA"
10708,Data Analyst,$37K-$70K ,37000,70000,"Los Angeles, CA"
10709,Sr. Data Analyst,$37K-$70K ,37000,70000,"Los Angeles, CA"
10710,Sr. Data Analyst,$55K-$103K ,55000,103000,"Los Angeles, CA"
10711,Data Analyst,$51K-$93K ,51000,93000,"Palo Alto, CA"
10712,Data Analyst,$98K-$114K ,98000,114000,"New York, NY"
10713,Data Analyst,$35K-$42K ,35000,42000,"Austin, TX"
10714,Data Analyst,$57K-$67K ,57000,67000,"Denver, CO"
10715,Data Analyst,$57K-$104K ,57000,104000,"San Francisco, CA"
10716,Sr. Data Analyst,$57K-$104K ,57000,104000,"San Francisco, CA"
10717,Sr. Data Analyst,$51K-$93K ,51000,93000,"Mountain View, CA"
10718,Sr. Data Analyst,$60K-$124K ,60000,124000,"San Diego, CA"
10719,Sr. Data Analyst,$60K-$124K ,60000,124000,"San Diego, CA"
10720,Sr. Data Analyst,$58K-$93K ,58000,93000,"Sunnyvale, CA"
10721,Data Analyst,$53K-$104K ,53000,104000,"Austin, TX"
10722,Data Analyst,$51K-$88K ,51000,88000,"New York, NY"
10723,Sr. Data Analyst,$77K-$132K ,77000,132000,"New York, NY"
10724,Sr. Data Analyst,$93K-$159K ,93000,159000,"San Francisco, CA"
10725,Sr. Data Analyst,$99K-$178K ,99000,178000,"San Francisco, CA"
10726,Data Analyst,$42K-$74K ,42000,74000,"New York, NY"
10727,Data Analyst,$113K-$132K ,113000,132000,"Brea, CA"
10728,Data Analyst,$35K-$45K ,35000,45000,"Brea, CA"
10729,Data Analyst,$113K-$132K ,113000,132000,"Long Beach, CA"
10730,Data Analyst,$65K-$81K ,65000,81000,"Long Beach, CA"
10731,Sr. Data Analyst,$34K-$61K ,34000,61000,"Carmel, IN"
10732,Sr. Data Analyst,$40K-$72K ,40000,72000,"Jacksonville, FL"
10733,Sr. Data Analyst,$46K-$86K ,46000,86000,"San Francisco, CA"
10734,Sr. Data Analyst,$73K-$82K ,73000,82000,"Chicago, IL"
10735,Data Analyst,$41K-$86K ,41000,86000,"Lewisville, TX"
10736,Sr. Data Analyst,$47K-$74K ,47000,74000,"Walnut Creek, CA"
10737,Data Analyst,$35K-$45K ,35000,45000,"Los Angeles, CA"
10738,Sr. Data Analyst,$48K-$88K ,48000,88000,"Dallas, TX"
10739,Sr. Data Analyst,$46K-$102K ,46000,102000,"Phoenix, AZ"
10740,Data Analyst,$97K-$129K ,97000,129000,"Glenview, IL"
10741,Data Analyst II,$30K-$53K ,30000,53000,"Grapevine, TX"
10742,Sr. Data Analyst,$44K-$82K ,44000,82000,"Dallas, TX"
10743,Data Analyst,$110K-$190K ,110000,190000,"Fremont, CA"
10744,Data Analyst,$27K-$52K ,27000,52000,"New York, NY"
10745,Data Analyst,$37K-$70K ,37000,70000,"Los Angeles, CA"
10746,Business Data Analyst,$60K-$66K ,60000,66000,"Chicago, IL"
10747,Data Analyst,$73K-$89K ,73000,89000,"San Antonio, TX"
10748,Sr. Data Analyst,$30K-$53K ,30000,53000,"Dallas, TX"
10749,Sr. Data Analyst,$53K-$94K ,53000,94000,"Scottsdale, AZ"
10750,Sr. Data Analyst,$53K-$99K ,53000,99000,"Charlotte, NC"
10751,Data Analyst,$28K-$52K ,28000,52000,"Columbus, OH"
10752,Data Analyst,$43K-$94K ,43000,94000,"Tempe, AZ"
10753,Sr. Data Analyst,$45K-$78K ,45000,78000,"Tempe, AZ"
10754,Data Analyst,$46K-$102K ,46000,102000,"Tempe, AZ"
10755,Sr. Data Analyst,$37K-$68K ,37000,68000,"San Antonio, TX"
10756,Data Analyst,$29K-$38K ,29000,38000,"Houston, TX"
10757,Sr. Data Analyst,$74K-$123K ,74000,123000,"Houston, TX"
10758,Lead Data Analyst,$44K-$78K ,44000,78000,"Plano, TX"
10759,Sr. Data Analyst,$31K-$59K ,31000,59000,"Salt Lake City, UT"
10760,Data Analyst,$110K-$190K ,110000,190000,"Santa Clara, CA"
10761,Data Analyst,$73K-$89K ,73000,89000,"Lackland AFB, TX"
10762,Data Analyst,$57K-$103K ,57000,103000,"Los Angeles, CA"
10763,Data Analyst,$67K-$92K ,67000,92000,"Itasca, IL"
10764,Business Data Analyst,$42K-$76K ,42000,76000,"Austin, TX"
10765,Data Analyst,$42K-$76K ,42000,76000,"Austin, TX"
10766,Data Science Analyst,$43K-$69K ,43000,69000,"Norfolk, VA"
10767,Data Analyst,$37K-$66K ,37000,66000,"New York, NY"
10768,Jr. Data Analyst,$58K-$93K ,58000,93000,"Mountain View, CA"
10769,Data Analyst,$46K-$87K ,46000,87000,"Brooklyn, NY"
10770,Data Analyst,$57K-$100K ,57000,100000,"Denver, CO"
10771,Data Analyst,$55K-$101K ,55000,101000,"Kent, WA"
10772,Data Scientist,$59K-$85K ,59000,85000,"New York, NY"
10773,Data Analyst,$57K-$67K ,57000,67000,"Denver, CO"
10774,Data Analyst,$73K-$127K ,73000,127000,"New York, NY"
10775,Data Analyst,$37K-$68K ,37000,68000,"San Antonio, TX"
10776,Data Analyst,$55K-$103K ,55000,103000,"Los Angeles, CA"
10777,Sr. Data Analyst,$46K-$86K ,46000,86000,"San Francisco, CA"
10778,Data Analyst,$41K-$78K ,41000,78000,"New York, NY"
10779,Data Analyst,$45K-$78K ,45000,78000,"Tempe, AZ"
10780,Sr. Data Analyst,$43K-$94K ,43000,94000,"Chandler, AZ"
10781,Data Analyst,$26K-$47K ,26000,47000,"Salt Lake City, UT"
10782,Data Analyst,$55K-$101K ,55000,101000,"Kent, WA"
10783,Data Analyst,$55K-$101K ,55000,101000,"Renton, WA"
10784,Sr. Data Analyst,$35K-$45K ,35000,45000,"Los Angeles, CA"
10785,Data Analyst,$26K-$47K ,26000,47000,"Salt Lake City, UT"
10786,Sr. Data Analyst,$65K-$120K ,65000,120000,"San Francisco, CA"
10787,Data Analyst,$35K-$67K ,35000,67000,"Seattle, WA"
10788,Sr. Data Analyst,$55K-$101K ,55000,101000,"Seattle, WA"
10789,Data Analyst,$110K-$190K ,110000,190000,"Newark, CA"
10790,Sr. Data Analyst,$97K-$129K ,97000,129000,"Chicago, IL"
10791,Financial Data Analyst,$74K-$123K ,74000,123000,"Sugar Land, TX"
10792,Sr. Data Analyst,$42K-$76K ,42000,76000,"Chicago, IL"
10793,Business Data Analyst,$43K-$94K ,43000,94000,"Tempe, AZ"
10794,Data Analyst,$43K-$76K ,43000,76000,"New York, NY"
10795,Data Analyst,$59K-$85K ,59000,85000,"New York, NY"
10796,Sr. Data Analyst,$51K-$93K ,51000,93000,"Mountain View, CA"
10797,Business Data Analyst,$27K-$52K ,27000,52000,"Jersey City, NJ"
10798,Data Analyst,$41K-$78K ,41000,78000,"Jersey City, NJ"
10799,Business Data Analyst,$77K-$132K ,77000,132000,"Jersey City, NJ"
10800,Business Data Analyst,$84K-$90K ,84000,90000,"Jersey City, NJ"
10801,Data Analyst,$51K-$87K ,51000,87000,"New York, NY"
10802,Data Analyst,$42K-$76K ,42000,76000,"Austin, TX"
10803,Sr. Data Analyst,$53K-$104K ,53000,104000,"Austin, TX"
10804,Data Analyst,$60K-$66K ,60000,66000,"Chicago, IL"
10805,Sr. Data Analyst,$42K-$66K ,42000,66000,"Burbank, CA"
10806,Data Analyst,$42K-$76K ,42000,76000,"Austin, TX"
10807,Data Analyst,$49K-$91K ,49000,91000,"Centennial, CO"
10808,Data Analyst,$47K-$76K ,47000,76000,"Houston, TX"
10809,Data Analyst,$78K-$104K ,78000,104000,"Centennial, CO"
10810,Data Analyst,$35K-$67K ,35000,67000,"Bellevue, WA"
10811,Data Analyst,$50K-$86K ,50000,86000,"Charlotte, NC"
10812,Sr. Data Analyst,$57K-$103K ,57000,103000,"Los Angeles, CA"
10813,Data Analyst III,$41K-$86K ,41000,86000,"Dallas, TX"
10814,Data Analyst,$57K-$67K ,57000,67000,"Denver, CO"
10815,Business Data Analyst,$49K-$91K ,49000,91000,"Denver, CO"
10816,Sr. Data Analyst,$53K-$94K ,53000,94000,"Phoenix, AZ"
10817,Data Analyst,$57K-$104K ,57000,104000,"San Francisco, CA"
10818,Data Analyst,$60K-$124K ,60000,124000,"San Diego, CA"
10819,Data Analyst,$42K-$66K ,42000,66000,"Los Angeles, CA"
10820,Data Analyst,$73K-$82K ,73000,82000,"Chicago, IL"
10821,Data Science Analyst,$27K-$52K ,27000,52000,"Franklin Lakes, NJ"
10822,Data Analyst,$35K-$42K ,35000,42000,"Austin, TX"
10823,Data Analyst,$68K-$87K ,68000,87000,"Chicago, IL"
10824,Data Analyst,$57K-$100K ,57000,100000,"Denver, CO"
10825,Data Analyst,$60K-$110K ,60000,110000,"New York, NY"
10826,Data Analyst,$76K-$122K ,76000,122000,"San Diego, CA"
10827,Data Analyst,$89K-$151K ,89000,151000,"Cupertino, CA"
10828,Data Analyst,$40K-$74K ,40000,74000,"Charlotte, NC"
10829,Data Analyst,$53K-$99K ,53000,99000,"Charlotte, NC"
10830,Data Analyst,$35K-$67K ,35000,67000,"Fort Worth, TX"
10831,Data Analyst,$41K-$86K ,41000,86000,"Grapevine, TX"
10832,Data Analyst,$97K-$129K ,97000,129000,"Chicago, IL"
10833,Data Analyst,$57K-$70K ,57000,70000,"Westlake, TX"
10834,Data Analyst,$49K-$112K ,49000,112000,"Norfolk, VA"
10835,Data Analyst,$49K-$112K ,49000,112000,"Norfolk, VA"
10836,Data Analyst,$93K-$159K ,93000,159000,"San Francisco, CA"
10837,Business Data Analyst,$65K-$120K ,65000,120000,"San Francisco, CA"
10838,Data Analyst,$58K-$93K ,58000,93000,"Menlo Park, CA"
10839,Data Analyst II,$89K-$151K ,89000,151000,"Menlo Park, CA"
10840,Data Analyst,$64K-$113K ,64000,113000,"Philadelphia, PA"
10841,Data Analyst,$64K-$113K ,64000,113000,"Philadelphia, PA"
10842,Data Analyst,$49K-$91K ,49000,91000,"Louisville, CO"
10843,Sr. Data Analyst,$42K-$74K ,42000,74000,"New York, NY"
10844,Data Analyst,$43K-$76K ,43000,76000,"Brooklyn, NY"
10845,Data Analyst,$42K-$76K ,42000,76000,"Chicago, IL"
10846,Data Analyst,$65K-$120K ,65000,120000,"Millbrae, CA"
10847,Data Analyst,$76K-$122K ,76000,122000,"San Diego, CA"
10848,Data Analyst,$46K-$87K ,46000,87000,"New York, NY"
10849,Data Analyst,$37K-$68K ,37000,68000,"San Antonio, TX"
10850,Lead Data Analyst,$35K-$42K ,35000,42000,"Austin, TX"
10851,Business Data Analyst,$43K-$69K ,43000,69000,"Suffolk, VA"
10852,Data Analyst,$60K-$66K ,60000,66000,"Chicago, IL"
10853,Data Analyst,$110K-$190K ,110000,190000,"Cupertino, CA"
10854,Data Analyst,$58K-$93K ,58000,93000,"Cupertino, CA"
10855,Jr. Data Analyst,$60K-$66K ,60000,66000,"Downers Grove, IL"
10856,Data Analyst,$60K-$124K ,60000,124000,"San Diego, CA"
10857,Financial Data Analyst,$76K-$122K ,76000,122000,"San Diego, CA"
10858,Data Analyst,$27K-$52K ,27000,52000,"New York, NY"
10859,Data Analyst II,$30K-$53K ,30000,53000,"Dallas, TX"
10860,Jr. Data Analyst,$49K-$91K ,49000,91000,"Denver, CO"
10861,Sr. Data Analyst,$47K-$74K ,47000,74000,"San Mateo, CA"
10862,Data Analyst,$37K-$66K ,37000,66000,"New York, NY"
10863,Data Analyst,$49K-$91K ,49000,91000,"Lone Tree, CO"
10864,Data Analyst,$53K-$94K ,53000,94000,"Phoenix, AZ"
10865,Sr. Data Analyst,$77K-$132K ,77000,132000,"New York, NY"
10866,Sr. Data Analyst,$98K-$114K ,98000,114000,"New York, NY"
10867,Sr. Data Analyst,$50K-$86K ,50000,86000,"Fort Worth, TX"
10868,Data Analyst,$37K-$66K ,37000,66000,"New York, NY"
10869,Data Analyst,$43K-$76K ,43000,76000,"New York, NY"
10870,Data Science Analyst,$46K-$87K ,46000,87000,"New York, NY"
10871,Sr. Data Analyst,$77K-$132K ,77000,132000,"New York, NY"
10872,Sr. Data Analyst,$77K-$132K ,77000,132000,"Secaucus, NJ"
10873,Data Analyst,$47K-$74K ,47000,74000,"Oakland, CA"
10874,Financial Data Analyst,$97K-$129K ,97000,129000,"Chicago, IL"
10875,Sr. Data Analyst,$44K-$82K ,44000,82000,"Plano, TX"
10876,Sr. Data Analyst,$37K-$68K ,37000,68000,"San Antonio, TX"
10877,Sr. Data Analyst,$53K-$104K ,53000,104000,"Austin, TX"
10878,Sr. Data Analyst,$110K-$190K ,110000,190000,"Santa Clara, CA"
10879,Data Analyst,$24K-$48K ,24000,48000,"Plano, TX"
10880,Data Analyst II,$24K-$48K ,24000,48000,"Plano, TX"
10881,Data Analyst,$57K-$103K ,57000,103000,"Los Angeles, CA"
10882,Sr. Data Analyst,$110K-$190K ,110000,190000,"Los Gatos, CA"
10883,Sr. Data Analyst,$89K-$151K ,89000,151000,"Los Gatos, CA"
10884,Data Analyst,$53K-$104K ,53000,104000,"Austin, TX"
10885,Data Analyst,$57K-$67K ,57000,67000,"Denver, CO"
10886,Data Analyst,$35K-$67K ,35000,67000,"Redmond, WA"
10887,Data Analyst,$30K-$53K ,30000,53000,"Irving, TX"
10888,Sr. Business Analyst,$43K-$94K ,43000,94000,"Scottsdale, AZ"
10889,Sr. Data Analyst,$42K-$74K ,42000,74000,"New York, NY"
10890,Sr. Data Analyst,$77K-$132K ,77000,132000,"New York, NY"
10891,Data Analyst,$38K-$68K ,38000,68000,"Philadelphia, PA"
10892,Sr. Data Analyst,$50K-$93K ,50000,93000,"Philadelphia, PA"
10893,Jr. Data Analyst,$65K-$81K ,65000,81000,"Long Beach, CA"
10894,Data Analyst,$53K-$94K ,53000,94000,"Phoenix, AZ"
10895,Data Analyst,$42K-$76K ,42000,76000,"Oak Brook, IL"
10896,Data Analyst,$30K-$53K ,30000,53000,"Dallas, TX"
10897,Data Analyst,$41K-$86K ,41000,86000,"Dallas, TX"
10898,Data Analyst,$51K-$88K ,51000,88000,"New York, NY"
10899,Data Analyst,$57K-$103K ,57000,103000,"El Segundo, CA"
10900,Sr. Data Analyst,$77K-$132K ,77000,132000,"Brooklyn, NY"
10901,Data Analyst,$46K-$102K ,46000,102000,"Phoenix, AZ"
10902,Data Analyst,$53K-$99K ,53000,99000,"Huntersville, NC"
10903,Data Analyst,$54K-$75K ,54000,75000,"Huntersville, NC"
10904,Sr. Data Analyst,$44K-$78K ,44000,78000,"Arlington, TX"
10905,Sr. Business Analyst,$68K-$87K ,68000,87000,"Chicago, IL"
10906,Sr. Data Analyst,$63K-$116K ,63000,116000,"Mountain View, CA"
10907,Data Analyst,$51K-$87K ,51000,87000,"Florham Park, NJ"
10908,Data Analyst,$65K-$81K ,65000,81000,"Burbank, CA"
10909,Data Science Analyst,$35K-$42K ,35000,42000,"Austin, TX"
10910,Data Analust IV,$35K-$42K ,35000,42000,"Austin, TX"
10911,Data Analyst,$57K-$67K ,57000,67000,"Centennial, CO"
10912,Data Analyst,$84K-$90K ,84000,90000,"Haworth, NJ"
10913,Data Analyst,$43K-$69K ,43000,69000,"Hampton, VA"
10914,Data Analyst,$73K-$82K ,73000,82000,"Downers Grove, IL"
10915,Data Analyst,$57K-$104K ,57000,104000,"San Mateo, CA"
10916,Data Analyst,$30K-$53K ,30000,53000,"Dallas, TX"
10917,Data Analyst,$110K-$190K ,110000,190000,"San Jose, CA"
10918,Data Analyst,$57K-$100K ,57000,100000,"Denver, CO"
10919,Financial Data Analyst,$41K-$78K ,41000,78000,"New York, NY"
10920,Data Analyst,$41K-$86K ,41000,86000,"Irving, TX"
10921,Data Analyst,$58K-$93K ,58000,93000,"Sunnyvale, CA"
10922,Data Analyst,$26K-$47K ,26000,47000,"Salt Lake City, UT"
10923,Sr. Data Analyst,$31K-$59K ,31000,59000,"Salt Lake City, UT"
10924,Data Analyst,$37K-$70K ,37000,70000,"Glendale, CA"
10925,Business Data Analyst,$27K-$52K ,27000,52000,"New York, NY"
10926,Data Analyst,$49K-$91K ,49000,91000,"Denver, CO"
10927,Data Science Analyst,$49K-$91K ,49000,91000,"Denver, CO"
10928,Business Data Analyst,$46K-$86K ,46000,86000,"San Ramon, CA"
10929,Data Analyst,$55K-$101K ,55000,101000,"Seattle, WA"
10930,Data Analyst,$99K-$178K ,99000,178000,"San Francisco, CA"
10931,Data Analyst,$29K-$38K ,29000,38000,"Houston, TX"
10932,Financial Data Analyst,$35K-$45K ,35000,45000,"El Segundo, CA"
10933,Data Analyst,$43K-$69K ,43000,69000,"Hampton, VA"
10934,Data Analyst,$76K-$122K ,76000,122000,"San Diego, CA"
10935,Data Analyst,$37K-$70K ,37000,70000,"Cerritos, CA"
10936,Data Analyst,$24K-$48K ,24000,48000,"Dallas, TX"
